,Anchors,Precisions,Classes,Predicted Sales,Sales,Dates
300,"['Promo > 0.00', '870.00 < CompetitionDistance <= 1700.00', 'PromoOpen > 48.00', 'Month <= 8.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 36.00']",0.7557494052339413,5.0,7534.343,5655.0,2014-08-04
301,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', 'CompetitionOpen > 70.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 10.00']",0.7797665369649806,2.0,4256.643,4731.0,2014-08-02
302,"['870.00 < CompetitionDistance <= 2960.00', '4.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '70.00 < CompetitionOpen <= 24158.00', '29.00 < PromoOpen <= 24178.00', '5.00 < Month <= 8.00', 'Promo2SinceYear <= 2011.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.7398897058823529,4.0,6116.964,5038.0,2014-08-01
303,"['Promo2SinceWeek <= 0.00', '3.00 < DayOfWeek <= 5.00', 'Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '36.00 < CompetitionOpen <= 70.00', '10.50 < PromoOpen <= 24178.00', '870.00 < CompetitionDistance <= 1700.00', '3.00 < Month <= 8.00', 'Promo2SinceYear <= 2013.00']",0.6496985934360349,4.0,6398.1646,5106.0,2014-07-31
304,"['870.00 < CompetitionDistance <= 1700.00', '0.00 < Promo <= 1.00', '2.00 < DayOfWeek <= 3.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '5.00 < Month <= 8.00', 'CompetitionOpen > 36.00', '29.00 < PromoOpen <= 24178.00']",0.6992957746478873,4.0,6364.068,5487.0,2014-07-30
305,"['36.00 < CompetitionOpen <= 107.00', '1.00 < DayOfWeek <= 4.00', 'Promo > 0.00', '870.00 < CompetitionDistance <= 1700.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < Month <= 8.00', '29.00 < PromoOpen <= 24178.00', 'Promo2SinceYear <= 2013.00']",0.6649778340721976,4.0,6598.8154,5252.0,2014-07-29
306,"['Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'PromoOpen > 48.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 8.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', 'CompetitionOpen > 36.00']",0.7566515249837767,5.0,7479.2397,5372.0,2014-07-28
307,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', 'Promo2SinceYear <= 2013.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < Month <= 10.00']",0.7580645161290323,2.0,4317.707,4266.0,2014-07-26
308,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', '48.00 < PromoOpen <= 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < DayOfWeek <= 5.00', '6.00 < Month <= 8.00', '36.00 < CompetitionOpen <= 70.00']",0.6951702296120348,3.0,4992.651,3858.0,2014-07-25
309,"['Assortment <= 1.00', 'Promo <= 0.00', '3.00 < DayOfWeek <= 4.00', '48.00 < PromoOpen <= 24178.00', '870.00 < CompetitionDistance <= 1700.00', '3.00 < Month <= 8.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '36.00 < CompetitionOpen <= 70.00']",0.7094068304373876,3.0,4871.589,3557.0,2014-07-24
310,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', '24160.25 < PromoOpen <= 24178.00', 'Assortment <= 1.00', '6.00 < Month <= 8.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '36.00 < CompetitionOpen <= 70.00', 'Promo2SinceYear <= 0.00']",0.708024275118004,3.0,4801.892,3806.0,2014-07-23
311,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Assortment <= 1.00', '29.00 < PromoOpen <= 24178.00', '1.00 < DayOfWeek <= 2.00', '6.00 < Month <= 8.00', '36.00 < CompetitionOpen <= 70.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 35.00']",0.7006414825374199,3.0,4836.216,3933.0,2014-07-22
312,"['Promo <= 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'DayOfWeek <= 1.00', '48.00 < PromoOpen <= 24178.00', '870.00 < CompetitionDistance <= 1700.00', '5.00 < Month <= 8.00', '36.00 < CompetitionOpen <= 107.00']",0.684355616815989,3.0,5330.1113,4507.0,2014-07-21
313,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 2013.00', '5.00 < Month <= 10.00']",0.7635206786850477,2.0,4315.1377,4084.0,2014-07-19
314,"['870.00 < CompetitionDistance <= 1700.00', '4.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', 'CompetitionOpen > 36.00', '29.00 < PromoOpen <= 24178.00', '5.00 < Month <= 8.00']",0.6716101694915254,4.0,6132.287,4609.0,2014-07-18
315,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 4.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '48.00 < PromoOpen <= 24178.00', '5.00 < Month <= 8.00', '36.00 < CompetitionOpen <= 70.00', 'Promo2SinceYear <= 2011.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6654708520179372,4.0,6208.4795,4685.0,2014-07-17
316,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 4.00', 'Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '6.00 < Month <= 8.00', '36.00 < CompetitionOpen <= 70.00', '29.00 < PromoOpen <= 24178.00', 'Promo2SinceYear <= 2013.00']",0.6966568338249755,4.0,6366.406,5424.0,2014-07-16
317,"['870.00 < CompetitionDistance <= 1700.00', '0.00 < Promo <= 1.00', '1.00 < DayOfWeek <= 2.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '24168.75 < PromoOpen <= 24178.00', 'Assortment <= 1.00', '36.00 < CompetitionOpen <= 24158.00', '6.00 < Month <= 8.00', 'Promo2SinceYear <= 2013.00', 'Promo2SinceWeek <= 14.00']",0.6786585365853659,4.0,6749.619,5298.0,2014-07-15
318,"['24168.75 < PromoOpen <= 24178.00', '0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 0.00', '6.00 < Month <= 8.00', 'DayOfWeek <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 0.00', 'CompetitionOpen > 36.00']",0.644484412470024,5.0,7705.4204,5083.0,2014-07-14
319,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 2013.00', '5.00 < Month <= 8.00', 'CompetitionOpen > 9.00']",0.7628205128205128,2.0,4447.681,4409.0,2014-07-12
320,"['Promo <= 0.00', 'Promo2SinceYear <= 2009.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 1700.00', '29.00 < PromoOpen <= 24178.00', '2.00 < DayOfWeek <= 5.00', '36.00 < CompetitionOpen <= 70.00', '5.00 < Month <= 8.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 35.00']",0.696969696969697,3.0,5137.4907,4020.0,2014-07-11
321,"['Promo2SinceWeek <= 0.00', 'Promo <= 0.00', '3.00 < DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 1700.00', '48.00 < PromoOpen <= 24178.00', '3.00 < Month <= 8.00', '36.00 < CompetitionOpen <= 70.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2013.00']",0.6837016574585635,3.0,4991.1226,3741.0,2014-07-10
322,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 5290.00', '2.00 < DayOfWeek <= 3.00', '24160.25 < PromoOpen <= 24178.00', '36.00 < CompetitionOpen <= 70.00', '5.00 < Month <= 8.00', 'Promo2SinceWeek <= 0.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6921397379912664,3.0,4834.726,3547.0,2014-07-09
323,"['Assortment <= 1.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 2.00', '24168.75 < PromoOpen <= 24178.00', '36.00 < CompetitionOpen <= 70.00', '6.00 < Month <= 8.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', '870.00 < CompetitionDistance <= 5290.00', 'Promo2SinceWeek <= 35.00']",0.7278334618350039,3.0,4869.1406,4081.0,2014-07-08
324,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '24160.25 < PromoOpen <= 24178.00', 'Month <= 8.00', 'CompetitionOpen > 36.00', 'Promo2SinceYear <= 2013.00']",0.7041666666666667,3.0,5536.197,4223.0,2014-07-07
325,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 2013.00', '6.00 < Month <= 10.00']",0.8362445414847162,2.0,4438.3486,5176.0,2014-07-05
326,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '6.00 < Month <= 8.00', '36.00 < CompetitionOpen <= 24171.00', '29.00 < PromoOpen <= 24178.00']",0.6594448205822614,4.0,6171.9434,4025.0,2014-07-04
327,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', 'Assortment <= 1.00', '5.00 < Month <= 8.00', '36.00 < CompetitionOpen <= 70.00', '29.00 < PromoOpen <= 24178.00']",0.681917211328976,4.0,6376.323,4756.0,2014-07-03
328,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '36.00 < CompetitionOpen <= 107.00', '6.00 < Month <= 8.00', '29.00 < PromoOpen <= 24178.00']",0.7219343696027634,4.0,6596.028,5161.0,2014-07-02
329,"['0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 10690.00', 'PromoOpen > 24160.25', '6.00 < Month <= 8.00', '1.00 < DayOfWeek <= 2.00', 'CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 9.00', 'Assortment <= 3.00']",0.6069605568445475,5.0,7086.3306,5138.0,2014-07-01
330,"['Promo > 0.00', 'DayOfWeek <= 1.00', 'PromoOpen > 24168.75', '5.00 < Month <= 6.00', 'CompetitionDistance <= 2960.00', 'Promo2SinceYear <= 0.00']",0.8043254376930999,6.0,9295.205,5738.0,2014-06-30
331,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', '24168.75 < PromoOpen <= 24178.00', '36.00 < CompetitionOpen <= 70.00', '5.00 < Month <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 0.00', '5.00 < DayOfWeek <= 6.00']",0.717969379532635,3.0,4747.2993,5162.0,2014-06-28
332,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', '36.00 < CompetitionOpen <= 70.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2009.00', '2.00 < DayOfWeek <= 5.00', '10.50 < PromoOpen <= 24178.00', '5.00 < Month <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6763042111879322,3.0,5329.72,4019.0,2014-06-27
333,"['Assortment <= 1.00', 'Promo <= 0.00', '3.00 < DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 10690.00', 'Promo2SinceYear <= 0.00', '48.00 < PromoOpen <= 24178.00', '36.00 < CompetitionOpen <= 70.00', '2.00 < Month <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 10.00', 'Promo2SinceWeek <= 35.00']",0.6982823002240478,3.0,4838.251,2749.0,2014-06-26
334,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', '2.00 < DayOfWeek <= 3.00', '5.00 < Month <= 6.00', '29.00 < PromoOpen <= 24178.00', '36.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2009.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.7087447108603667,3.0,4808.02,3727.0,2014-06-25
335,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek <= 2.00', '29.00 < PromoOpen <= 24178.00', 'Month <= 6.00', '36.00 < CompetitionOpen <= 70.00', '3.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceYear <= 2009.00', 'Assortment <= 1.00']",0.6835616438356165,3.0,4923.5654,3351.0,2014-06-24
336,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', '5.00 < Month <= 6.00', '29.00 < PromoOpen <= 24178.00', 'Assortment <= 1.00', '36.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2009.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 35.00']",0.6966966966966966,3.0,5341.976,3755.0,2014-06-23
337,"['Assortment <= 1.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', '24160.25 < PromoOpen <= 24178.00', '5.00 < Month <= 6.00', '36.00 < CompetitionOpen <= 70.00', 'Promo2SinceYear <= 0.00', '5.00 < DayOfWeek <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 5.00']",0.6766958424507659,3.0,4635.6514,3982.0,2014-06-21
338,"['870.00 < CompetitionDistance <= 1700.00', '4.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '5.00 < Month <= 6.00', '36.00 < CompetitionOpen <= 24158.00', '24168.75 < PromoOpen <= 24178.00', 'Promo2SinceWeek <= 14.00', 'Promo2SinceYear <= 2013.00']",0.7174280879864636,4.0,6563.074,6362.0,2014-06-20
339,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 6.00', 'Promo > 0.00', 'Assortment <= 1.00', '36.00 < CompetitionOpen <= 70.00', '29.00 < PromoOpen <= 24178.00', '5.00 < Month <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6915100453661698,4.0,6505.703,5256.0,2014-06-18
340,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '1.00 < DayOfWeek <= 4.00', '36.00 < CompetitionOpen <= 70.00', '870.00 < CompetitionDistance <= 1700.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '48.00 < PromoOpen <= 24178.00', '5.00 < Month <= 6.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.6794007490636704,4.0,6987.813,5770.0,2014-06-17
341,"['PromoOpen > 24168.75', '0.00 < Promo <= 1.00', '5.00 < Month <= 6.00', '870.00 < CompetitionDistance <= 1700.00', 'Promo2SinceYear <= 0.00', '36.00 < CompetitionOpen <= 70.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'DayOfWeek <= 2.00', 'Assortment <= 1.00', 'Promo2SinceWeek <= 5.00']",0.5627553998832457,5.0,8102.9497,4788.0,2014-06-16
342,"['Promo <= 0.00', 'Assortment <= 1.00', '24168.75 < PromoOpen <= 24178.00', '870.00 < CompetitionDistance <= 1700.00', '5.00 < Month <= 6.00', '36.00 < CompetitionOpen <= 70.00', 'Promo2SinceYear <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '5.00 < DayOfWeek <= 6.00', 'Promo2SinceWeek <= 0.00']",0.7275,3.0,4891.733,4757.0,2014-06-14
343,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'Assortment <= 1.00', '3.00 < DayOfWeek <= 5.00', '24168.75 < PromoOpen <= 24178.00', '2.00 < Month <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '36.00 < CompetitionOpen <= 70.00']",0.6501650165016502,3.0,5526.531,3901.0,2014-06-13
344,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', '3.00 < DayOfWeek <= 4.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '24160.25 < PromoOpen <= 24178.00', 'Assortment <= 1.00', '5.00 < Month <= 6.00', '36.00 < CompetitionOpen <= 70.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.6814285714285714,3.0,5283.073,3702.0,2014-06-12
345,"['Promo <= 0.00', '870.00 < CompetitionDistance <= 10690.00', '5.00 < Month <= 6.00', '2.00 < DayOfWeek <= 3.00', '29.00 < PromoOpen <= 24178.00', 'Assortment <= 1.00', 'Promo2SinceYear <= 2009.00', '36.00 < CompetitionOpen <= 107.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.7022332506203474,3.0,5281.33,4207.0,2014-06-11
346,"['870.00 < CompetitionDistance <= 10690.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 3.00', '5.00 < Month <= 6.00', '29.00 < PromoOpen <= 24178.00', 'Promo2SinceYear <= 2009.00', '36.00 < CompetitionOpen <= 107.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6769346356123216,3.0,5492.7393,4607.0,2014-06-10
347,"['Assortment <= 1.00', 'Promo <= 0.00', '5.00 < Month <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '870.00 < CompetitionDistance <= 1700.00', '24168.75 < PromoOpen <= 24178.00', '36.00 < CompetitionOpen <= 70.00', 'Promo2SinceYear <= 0.00', '5.00 < DayOfWeek <= 6.00', 'Promo2SinceWeek <= 5.00']",0.720945945945946,3.0,4891.733,4923.0,2014-06-07
348,"['4.00 < DayOfWeek <= 5.00', 'Promo > 0.00', '870.00 < CompetitionDistance <= 1700.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', '36.00 < CompetitionOpen <= 24158.00', '29.00 < PromoOpen <= 24178.00', '5.00 < Month <= 6.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.7179135209334249,4.0,6586.308,4957.0,2014-06-06
349,"['870.00 < CompetitionDistance <= 1700.00', '0.00 < Promo <= 1.00', '3.00 < DayOfWeek <= 6.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '5.00 < Month <= 6.00', '36.00 < CompetitionOpen <= 24171.00', '29.00 < PromoOpen <= 24178.00']",0.7102803738317757,4.0,6413.819,5278.0,2014-06-05
350,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 3.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '5.00 < Month <= 6.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '36.00 < CompetitionOpen <= 24158.00', '24168.75 < PromoOpen <= 24178.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.7128378378378378,4.0,6571.9126,5229.0,2014-06-04
351,"['24168.75 < PromoOpen <= 24178.00', '0.00 < Promo <= 1.00', '870.00 < CompetitionDistance <= 10690.00', '1.00 < DayOfWeek <= 2.00', 'CompetitionOpen > 36.00', 'Month <= 6.00', 'CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 3.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.6157760814249363,5.0,7119.718,5614.0,2014-06-03
352,"['Promo > 0.00', '870.00 < CompetitionDistance <= 1700.00', 'DayOfWeek <= 1.00', 'Month <= 6.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'CompetitionOpen > 36.00', 'Promo2SinceYear <= 2011.00', 'PromoOpen > 10.50']",0.7596899224806202,5.0,8559.872,6071.0,2014-06-02
353,"['Assortment <= 1.00', 'Promo <= 0.00', '3.00 < Month <= 6.00', '48.00 < PromoOpen <= 24178.00', '870.00 < CompetitionDistance <= 1700.00', '36.00 < CompetitionOpen <= 70.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '5.00 < DayOfWeek <= 6.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 0.00']",0.6436498150431565,3.0,5023.702,4985.0,2014-05-31
354,"['870.00 < CompetitionDistance <= 2960.00', '4.00 < DayOfWeek <= 5.00', '36.00 < CompetitionOpen <= 70.00', 'Promo <= 0.00', 'PromoOpen > 24168.75', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00', 'Month <= 5.00', 'Promo2SinceYear <= 0.00', 'Promo2SinceWeek <= 0.00']",0.5058510638297873,4.0,6931.7397,5407.0,2014-05-30
355,"['870.00 < CompetitionDistance <= 2960.00', '2.00 < DayOfWeek <= 3.00', 'PromoOpen > 24168.75', 'Promo <= 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '36.00 < CompetitionOpen <= 70.00', 'Assortment <= 1.00', '3.00 < Month <= 5.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 0.00']",0.49183098591549296,4.0,5898.365,4616.0,2014-05-28
356,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 4.00', '24168.75 < PromoOpen <= 24178.00', 'Month <= 6.00', '36.00 < CompetitionOpen <= 70.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00']",0.6703678001387925,3.0,5201.1714,3971.0,2014-05-27
357,"['CompetitionDistance > 870.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', '2.00 < Month <= 6.00', '10.50 < PromoOpen <= 24178.00', '9.00 < CompetitionOpen <= 107.00', 'Promo2SinceYear <= 2013.00', 'Assortment <= 3.00', 'Promo2SinceWeek <= 35.00']",0.6010830324909747,3.0,5443.295,3912.0,2014-05-26
358,"['Promo <= 0.00', 'Assortment <= 1.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', '330.00 < CompetitionDistance <= 1700.00', 'PromoOpen <= 24178.00', 'CompetitionOpen > 36.00', 'Month <= 10.00', 'Promo2SinceYear <= 2013.00']",0.7704918032786885,2.0,4503.29,4574.0,2014-05-24
359,"['6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < DayOfWeek <= 5.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 1700.00', '2.00 < Month <= 6.00', 'CompetitionOpen > 36.00', 'Promo2SinceYear <= 2011.00', 'PromoOpen > 10.50']",0.6837782340862423,4.0,6110.188,4968.0,2014-05-23
360,"['870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 4.00', 'Promo > 0.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < Month <= 5.00', '36.00 < CompetitionOpen <= 24171.00', 'Promo2SinceYear <= 2011.00', '29.00 < PromoOpen <= 24178.00']",0.6868206521739131,4.0,5997.6646,3801.0,2014-05-22
361,"['870.00 < CompetitionDistance <= 1700.00', '2.00 < DayOfWeek <= 4.00', '0.00 < Promo <= 1.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < Month <= 8.00', 'CompetitionOpen > 36.00', '29.00 < PromoOpen <= 24178.00']",0.7023809523809523,4.0,6030.408,4298.0,2014-05-21
362,"['870.00 < CompetitionDistance <= 1700.00', 'Promo > 0.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '1.00 < DayOfWeek <= 2.00', 'Assortment <= 1.00', 'Month <= 8.00', 'CompetitionOpen > 36.00', '10.50 < PromoOpen <= 24178.00', 'Promo2SinceWeek <= 35.00', 'Promo2SinceYear <= 2013.00']",0.6802768166089965,4.0,6463.508,4909.0,2014-05-20
363,"['24168.75 < PromoOpen <= 24178.00', '0.00 < Promo <= 1.00', '3.00 < Month <= 5.00', '870.00 < CompetitionDistance <= 1700.00', '36.00 < CompetitionOpen <= 70.00', 'DayOfWeek <= 1.00', 'Promo2SinceYear <= 2011.00', '3.00 < CompetitionOpenSinceMonth <= 9.00', 'Assortment <= 1.00']",0.7833001988071571,5.0,7880.472,5637.0,2014-05-19
364,"['Promo <= 0.00', 'DayOfWeek > 5.00', 'CompetitionOpenSinceMonth > 6.00', 'Assortment <= 1.00', '870.00 < CompetitionDistance <= 1700.00', 'PromoOpen <= 24178.00', 'Promo2SinceYear <= 2013.00', '3.00 < Month <= 10.00', 'CompetitionOpen > 9.00']",0.758563074352548,2.0,4508.0947,3785.0,2014-05-17
365,"['Promo2SinceYear <= 2009.00', 'Promo <= 0.00', '870.00 < CompetitionDistance <= 1700.00', '3.00 < DayOfWeek <= 5.00', 'Assortment <= 1.00', '3.00 < Month <= 8.00', '29.00 < PromoOpen <= 24178.00', '36.00 < CompetitionOpen <= 70.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', 'Promo2SinceWeek <= 35.00']",0.6811053024645257,3.0,5172.091,3863.0,2014-05-16
366,"['Promo2SinceYear <= 2009.00', 'Promo <= 0.00', '3.00 < DayOfWeek <= 4.00', '870.00 < CompetitionDistance <= 1700.00', 'Month <= 5.00', '29.00 < PromoOpen <= 24178.00', 'Assortment <= 1.00', '36.00 < CompetitionOpen <= 70.00', '3.00 < CompetitionOpenSinceMonth <= 9.00']",0.75,3.0,4920.8047,3589.0,2014-05-15
367,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', '2.00 < DayOfWeek <= 4.00', '48.00 < PromoOpen <= 24178.00', '36.00 < CompetitionOpen <= 70.00', 'Month <= 5.00', 'Promo2SinceWeek <= 0.00', 'Promo2SinceYear <= 2011.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6249158249158249,3.0,5020.957,3710.0,2014-05-14
368,"['Assortment <= 1.00', 'Promo <= 0.00', '1.00 < DayOfWeek <= 2.00', '24168.75 < PromoOpen <= 24178.00', '6.00 < CompetitionOpenSinceMonth <= 9.00', '3.00 < Month <= 5.00', '870.00 < CompetitionDistance <= 1700.00', 'CompetitionOpen > 36.00']",0.6740458015267176,3.0,4911.796,3535.0,2014-05-13
369,"['870.00 < CompetitionDistance <= 1700.00', 'Promo <= 0.00', 'DayOfWeek <= 1.00', '10.50 < PromoOpen <= 24178.00', 'Month <= 5.00', 'Promo2SinceYear <= 2009.00', '36.00 < CompetitionOpen <= 70.00', 'Assortment <= 1.00', '6.00 < CompetitionOpenSinceMonth <= 9.00']",0.6563421828908554,3.0,5256.147,3957.0,2014-05-12
